,City,Cause_Category,Cause_Subcategory,Incident_Outcome,Accident_Count
5150,Hyderabad,Road Features,Curved Road,Greviously Injured,18.0
5151,Hyderabad,Road Features,Curved Road,Minor Injury,126.0
5152,Hyderabad,Road Features,Curved Road,Total number of Accidents,149.0
5153,Hyderabad,Road Features,Curved Road,Persons Killed,3.0
5154,Hyderabad,Road Features,Curved Road,Total Injured,144.0
5155,Hyderabad,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
5156,Hyderabad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,42.0
5157,Hyderabad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,36.0
5158,Hyderabad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
5159,Hyderabad,Road Features,Ongoing Road Works/Under Construction,Total Injured,42.0
5160,Hyderabad,Road Features,Others,Greviously Injured,13.0
5161,Hyderabad,Road Features,Others,Minor Injury,316.0
5162,Hyderabad,Road Features,Others,Total number of Accidents,400.0
5163,Hyderabad,Road Features,Others,Persons Killed,61.0
5164,Hyderabad,Road Features,Others,Total Injured,329.0
5165,Hyderabad,Road Features,Pot Holes,Greviously Injured,0.0
5166,Hyderabad,Road Features,Pot Holes,Minor Injury,0.0
5167,Hyderabad,Road Features,Pot Holes,Total number of Accidents,0.0
5168,Hyderabad,Road Features,Pot Holes,Persons Killed,0.0
5169,Hyderabad,Road Features,Pot Holes,Total Injured,0.0
5170,Hyderabad,Road Features,Steep Grade,Greviously Injured,0.0
5171,Hyderabad,Road Features,Steep Grade,Minor Injury,0.0
5172,Hyderabad,Road Features,Steep Grade,Total number of Accidents,0.0
5173,Hyderabad,Road Features,Steep Grade,Persons Killed,0.0
5174,Hyderabad,Road Features,Steep Grade,Total Injured,0.0
5175,Hyderabad,Road Features,Straight Road,Greviously Injured,66.0
5176,Hyderabad,Road Features,Straight Road,Minor Injury,1302.0
5177,Hyderabad,Road Features,Straight Road,Total number of Accidents,1470.0
5178,Hyderabad,Road Features,Straight Road,Persons Killed,188.0
5179,Hyderabad,Road Features,Straight Road,Total Injured,1368.0
5180,Indore,Road Features,Bridge,Greviously Injured,8.0
5181,Indore,Road Features,Bridge,Minor Injury,59.0
5182,Indore,Road Features,Bridge,Total number of Accidents,91.0
5183,Indore,Road Features,Bridge,Persons Killed,24.0
5184,Indore,Road Features,Bridge,Total Injured,67.0
5185,Indore,Road Features,Culvert,Greviously Injured,11.0
5186,Indore,Road Features,Culvert,Minor Injury,119.0
5187,Indore,Road Features,Culvert,Total number of Accidents,133.0
5188,Indore,Road Features,Culvert,Persons Killed,26.0
5189,Indore,Road Features,Culvert,Total Injured,130.0
5190,Indore,Road Features,Curved Road,Greviously Injured,0.0
5191,Indore,Road Features,Curved Road,Minor Injury,0.0
5192,Indore,Road Features,Curved Road,Total number of Accidents,0.0
5193,Indore,Road Features,Curved Road,Persons Killed,0.0
5194,Indore,Road Features,Curved Road,Total Injured,0.0
5195,Indore,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
5196,Indore,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
5197,Indore,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0.0
5198,Indore,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
5199,Indore,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0
5200,Indore,Road Features,Others,Greviously Injured,13.0
5201,Indore,Road Features,Others,Minor Injury,326.0
5202,Indore,Road Features,Others,Total number of Accidents,376.0
5203,Indore,Road Features,Others,Persons Killed,48.0
5204,Indore,Road Features,Others,Total Injured,339.0
5205,Indore,Road Features,Pot Holes,Greviously Injured,0.0
5206,Indore,Road Features,Pot Holes,Minor Injury,0.0
5207,Indore,Road Features,Pot Holes,Total number of Accidents,0.0
5208,Indore,Road Features,Pot Holes,Persons Killed,0.0
5209,Indore,Road Features,Pot Holes,Total Injured,0.0
5210,Indore,Road Features,Steep Grade,Greviously Injured,18.0
5211,Indore,Road Features,Steep Grade,Minor Injury,185.0
5212,Indore,Road Features,Steep Grade,Total number of Accidents,187.0
5213,Indore,Road Features,Steep Grade,Persons Killed,15.0
5214,Indore,Road Features,Steep Grade,Total Injured,203.0
5215,Indore,Road Features,Straight Road,Greviously Injured,172.0
5216,Indore,Road Features,Straight Road,Minor Injury,1737.0
5217,Indore,Road Features,Straight Road,Total number of Accidents,2249.0
5218,Indore,Road Features,Straight Road,Persons Killed,346.0
5219,Indore,Road Features,Straight Road,Total Injured,1909.0
5220,Jabalpur,Road Features,Bridge,Greviously Injured,0.0
5221,Jabalpur,Road Features,Bridge,Minor Injury,0.0
5222,Jabalpur,Road Features,Bridge,Total number of Accidents,1.0
5223,Jabalpur,Road Features,Bridge,Persons Killed,0.0
5224,Jabalpur,Road Features,Bridge,Total Injured,0.0
5225,Jabalpur,Road Features,Culvert,Greviously Injured,7.0
5226,Jabalpur,Road Features,Culvert,Minor Injury,14.0
5227,Jabalpur,Road Features,Culvert,Total number of Accidents,18.0
5228,Jabalpur,Road Features,Culvert,Persons Killed,2.0
5229,Jabalpur,Road Features,Culvert,Total Injured,21.0
5230,Jabalpur,Road Features,Curved Road,Greviously Injured,11.0
5231,Jabalpur,Road Features,Curved Road,Minor Injury,72.0
5232,Jabalpur,Road Features,Curved Road,Total number of Accidents,64.0
5233,Jabalpur,Road Features,Curved Road,Persons Killed,9.0
5234,Jabalpur,Road Features,Curved Road,Total Injured,83.0
5235,Jabalpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
5236,Jabalpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
5237,Jabalpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1.0
5238,Jabalpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
5239,Jabalpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0
5240,Jabalpur,Road Features,Others,Greviously Injured,472.0
5241,Jabalpur,Road Features,Others,Minor Injury,2676.0
5242,Jabalpur,Road Features,Others,Total number of Accidents,3134.0
5243,Jabalpur,Road Features,Others,Persons Killed,407.0
5244,Jabalpur,Road Features,Others,Total Injured,3148.0
5245,Jabalpur,Road Features,Pot Holes,Greviously Injured,0.0
5246,Jabalpur,Road Features,Pot Holes,Minor Injury,0.0
5247,Jabalpur,Road Features,Pot Holes,Total number of Accidents,2.0
5248,Jabalpur,Road Features,Pot Holes,Persons Killed,2.0
5249,Jabalpur,Road Features,Pot Holes,Total Injured,0.0
5250,Jabalpur,Road Features,Steep Grade,Greviously Injured,0.0
5251,Jabalpur,Road Features,Steep Grade,Minor Injury,0.0
5252,Jabalpur,Road Features,Steep Grade,Total number of Accidents,1.0
5253,Jabalpur,Road Features,Steep Grade,Persons Killed,2.0
5254,Jabalpur,Road Features,Steep Grade,Total Injured,0.0
5255,Jabalpur,Road Features,Straight Road,Greviously Injured,0.0
5256,Jabalpur,Road Features,Straight Road,Minor Injury,5.0
5257,Jabalpur,Road Features,Straight Road,Total number of Accidents,5.0
5258,Jabalpur,Road Features,Straight Road,Persons Killed,0.0
5259,Jabalpur,Road Features,Straight Road,Total Injured,5.0
5260,Jaipur,Road Features,Bridge,Greviously Injured,27.0
5261,Jaipur,Road Features,Bridge,Minor Injury,60.0
5262,Jaipur,Road Features,Bridge,Total number of Accidents,114.0
5263,Jaipur,Road Features,Bridge,Persons Killed,49.0
5264,Jaipur,Road Features,Bridge,Total Injured,87.0
5265,Jaipur,Road Features,Culvert,Greviously Injured,3.0
5266,Jaipur,Road Features,Culvert,Minor Injury,10.0
5267,Jaipur,Road Features,Culvert,Total number of Accidents,21.0
5268,Jaipur,Road Features,Culvert,Persons Killed,6.0
5269,Jaipur,Road Features,Culvert,Total Injured,13.0
5270,Jaipur,Road Features,Curved Road,Greviously Injured,43.0
5271,Jaipur,Road Features,Curved Road,Minor Injury,167.0
5272,Jaipur,Road Features,Curved Road,Total number of Accidents,260.0
5273,Jaipur,Road Features,Curved Road,Persons Killed,83.0
5274,Jaipur,Road Features,Curved Road,Total Injured,210.0
5275,Jaipur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1.0
5276,Jaipur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,3.0
5277,Jaipur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,11.0
5278,Jaipur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,6.0
5279,Jaipur,Road Features,Ongoing Road Works/Under Construction,Total Injured,4.0
5280,Jaipur,Road Features,Others,Greviously Injured,22.0
5281,Jaipur,Road Features,Others,Minor Injury,64.0
5282,Jaipur,Road Features,Others,Total number of Accidents,100.0
5283,Jaipur,Road Features,Others,Persons Killed,26.0
5284,Jaipur,Road Features,Others,Total Injured,86.0
5285,Jaipur,Road Features,Pot Holes,Greviously Injured,2.0
5286,Jaipur,Road Features,Pot Holes,Minor Injury,5.0
5287,Jaipur,Road Features,Pot Holes,Total number of Accidents,12.0
5288,Jaipur,Road Features,Pot Holes,Persons Killed,4.0
5289,Jaipur,Road Features,Pot Holes,Total Injured,7.0
5290,Jaipur,Road Features,Steep Grade,Greviously Injured,1.0
5291,Jaipur,Road Features,Steep Grade,Minor Injury,3.0
5292,Jaipur,Road Features,Steep Grade,Total number of Accidents,5.0
5293,Jaipur,Road Features,Steep Grade,Persons Killed,1.0
5294,Jaipur,Road Features,Steep Grade,Total Injured,4.0
5295,Jaipur,Road Features,Straight Road,Greviously Injured,345.0
5296,Jaipur,Road Features,Straight Road,Minor Injury,812.0
5297,Jaipur,Road Features,Straight Road,Total number of Accidents,1417.0
5298,Jaipur,Road Features,Straight Road,Persons Killed,431.0
5299,Jaipur,Road Features,Straight Road,Total Injured,1157.0
5300,Jamshedpur,Road Features,Bridge,Greviously Injured,5.0
5301,Jamshedpur,Road Features,Bridge,Minor Injury,2.0
5302,Jamshedpur,Road Features,Bridge,Total number of Accidents,7.0
5303,Jamshedpur,Road Features,Bridge,Persons Killed,3.0
5304,Jamshedpur,Road Features,Bridge,Total Injured,7.0
5305,Jamshedpur,Road Features,Culvert,Greviously Injured,0.0
5306,Jamshedpur,Road Features,Culvert,Minor Injury,0.0
5307,Jamshedpur,Road Features,Culvert,Total number of Accidents,0.0
5308,Jamshedpur,Road Features,Culvert,Persons Killed,0.0
5309,Jamshedpur,Road Features,Culvert,Total Injured,0.0
5310,Jamshedpur,Road Features,Curved Road,Greviously Injured,19.0
5311,Jamshedpur,Road Features,Curved Road,Minor Injury,3.0
5312,Jamshedpur,Road Features,Curved Road,Total number of Accidents,31.0
5313,Jamshedpur,Road Features,Curved Road,Persons Killed,11.0
5314,Jamshedpur,Road Features,Curved Road,Total Injured,22.0
5315,Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,9.0
5316,Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,3.0
5317,Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,13.0
5318,Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,4.0
5319,Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,12.0
5320,Jamshedpur,Road Features,Others,Greviously Injured,10.0
5321,Jamshedpur,Road Features,Others,Minor Injury,1.0
5322,Jamshedpur,Road Features,Others,Total number of Accidents,13.0
5323,Jamshedpur,Road Features,Others,Persons Killed,6.0
5324,Jamshedpur,Road Features,Others,Total Injured,11.0
5325,Jamshedpur,Road Features,Pot Holes,Greviously Injured,0.0
5326,Jamshedpur,Road Features,Pot Holes,Minor Injury,0.0
5327,Jamshedpur,Road Features,Pot Holes,Total number of Accidents,0.0
5328,Jamshedpur,Road Features,Pot Holes,Persons Killed,0.0
5329,Jamshedpur,Road Features,Pot Holes,Total Injured,0.0
5330,Jamshedpur,Road Features,Steep Grade,Greviously Injured,6.0
5331,Jamshedpur,Road Features,Steep Grade,Minor Injury,3.0
5332,Jamshedpur,Road Features,Steep Grade,Total number of Accidents,7.0
5333,Jamshedpur,Road Features,Steep Grade,Persons Killed,2.0
5334,Jamshedpur,Road Features,Steep Grade,Total Injured,9.0
5335,Jamshedpur,Road Features,Straight Road,Greviously Injured,27.0
5336,Jamshedpur,Road Features,Straight Road,Minor Injury,3.0
5337,Jamshedpur,Road Features,Straight Road,Total number of Accidents,48.0
5338,Jamshedpur,Road Features,Straight Road,Persons Killed,21.0
5339,Jamshedpur,Road Features,Straight Road,Total Injured,30.0
5340,Jodhpur,Road Features,Bridge,Greviously Injured,2.0
5341,Jodhpur,Road Features,Bridge,Minor Injury,2.0
5342,Jodhpur,Road Features,Bridge,Total number of Accidents,4.0
5343,Jodhpur,Road Features,Bridge,Persons Killed,3.0
5344,Jodhpur,Road Features,Bridge,Total Injured,4.0
5345,Jodhpur,Road Features,Culvert,Greviously Injured,0.0
5346,Jodhpur,Road Features,Culvert,Minor Injury,0.0
5347,Jodhpur,Road Features,Culvert,Total number of Accidents,0.0
5348,Jodhpur,Road Features,Culvert,Persons Killed,0.0
5349,Jodhpur,Road Features,Culvert,Total Injured,0.0
5350,Jodhpur,Road Features,Curved Road,Greviously Injured,3.0
5351,Jodhpur,Road Features,Curved Road,Minor Injury,9.0
5352,Jodhpur,Road Features,Curved Road,Total number of Accidents,17.0
5353,Jodhpur,Road Features,Curved Road,Persons Killed,19.0
5354,Jodhpur,Road Features,Curved Road,Total Injured,12.0
5355,Jodhpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1.0
5356,Jodhpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,4.0
5357,Jodhpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,8.0
5358,Jodhpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,1.0
5359,Jodhpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,5.0
5360,Jodhpur,Road Features,Others,Greviously Injured,7.0
5361,Jodhpur,Road Features,Others,Minor Injury,25.0
5362,Jodhpur,Road Features,Others,Total number of Accidents,33.0
5363,Jodhpur,Road Features,Others,Persons Killed,6.0
5364,Jodhpur,Road Features,Others,Total Injured,32.0
5365,Jodhpur,Road Features,Pot Holes,Greviously Injured,0.0
5366,Jodhpur,Road Features,Pot Holes,Minor Injury,0.0
5367,Jodhpur,Road Features,Pot Holes,Total number of Accidents,0.0
5368,Jodhpur,Road Features,Pot Holes,Persons Killed,0.0
5369,Jodhpur,Road Features,Pot Holes,Total Injured,0.0
5370,Jodhpur,Road Features,Steep Grade,Greviously Injured,0.0
5371,Jodhpur,Road Features,Steep Grade,Minor Injury,0.0
5372,Jodhpur,Road Features,Steep Grade,Total number of Accidents,0.0
5373,Jodhpur,Road Features,Steep Grade,Persons Killed,0.0
5374,Jodhpur,Road Features,Steep Grade,Total Injured,0.0
5375,Jodhpur,Road Features,Straight Road,Greviously Injured,20.0
5376,Jodhpur,Road Features,Straight Road,Minor Injury,134.0
5377,Jodhpur,Road Features,Straight Road,Total number of Accidents,230.0
5378,Jodhpur,Road Features,Straight Road,Persons Killed,113.0
5379,Jodhpur,Road Features,Straight Road,Total Injured,154.0
5380,Kannur,Road Features,Bridge,Greviously Injured,2.0
5381,Kannur,Road Features,Bridge,Minor Injury,5.0
5382,Kannur,Road Features,Bridge,Total number of Accidents,10.0
5383,Kannur,Road Features,Bridge,Persons Killed,2.0
5384,Kannur,Road Features,Bridge,Total Injured,7.0
5385,Kannur,Road Features,Culvert,Greviously Injured,0.0
5386,Kannur,Road Features,Culvert,Minor Injury,0.0
5387,Kannur,Road Features,Culvert,Total number of Accidents,1.0
5388,Kannur,Road Features,Culvert,Persons Killed,0.0
5389,Kannur,Road Features,Culvert,Total Injured,0.0
5390,Kannur,Road Features,Curved Road,Greviously Injured,38.0
5391,Kannur,Road Features,Curved Road,Minor Injury,41.0
5392,Kannur,Road Features,Curved Road,Total number of Accidents,71.0
5393,Kannur,Road Features,Curved Road,Persons Killed,9.0
5394,Kannur,Road Features,Curved Road,Total Injured,79.0
5395,Kannur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
5396,Kannur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,1.0
5397,Kannur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1.0
5398,Kannur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
5399,Kannur,Road Features,Ongoing Road Works/Under Construction,Total Injured,1.0
5400,Kannur,Road Features,Others,Greviously Injured,0.0
5401,Kannur,Road Features,Others,Minor Injury,0.0
5402,Kannur,Road Features,Others,Total number of Accidents,0.0
5403,Kannur,Road Features,Others,Persons Killed,0.0
5404,Kannur,Road Features,Others,Total Injured,0.0
5405,Kannur,Road Features,Pot Holes,Greviously Injured,0.0
5406,Kannur,Road Features,Pot Holes,Minor Injury,0.0
5407,Kannur,Road Features,Pot Holes,Total number of Accidents,0.0
5408,Kannur,Road Features,Pot Holes,Persons Killed,0.0
5409,Kannur,Road Features,Pot Holes,Total Injured,0.0
5410,Kannur,Road Features,Steep Grade,Greviously Injured,0.0
5411,Kannur,Road Features,Steep Grade,Minor Injury,0.0
5412,Kannur,Road Features,Steep Grade,Total number of Accidents,0.0
5413,Kannur,Road Features,Steep Grade,Persons Killed,0.0
5414,Kannur,Road Features,Steep Grade,Total Injured,0.0
5415,Kannur,Road Features,Straight Road,Greviously Injured,264.0
5416,Kannur,Road Features,Straight Road,Minor Injury,222.0
5417,Kannur,Road Features,Straight Road,Total number of Accidents,421.0
5418,Kannur,Road Features,Straight Road,Persons Killed,46.0
5419,Kannur,Road Features,Straight Road,Total Injured,486.0
5420,Kanpur,Road Features,Bridge,Greviously Injured,11.0
5421,Kanpur,Road Features,Bridge,Minor Injury,4.0
5422,Kanpur,Road Features,Bridge,Total number of Accidents,18.0
5423,Kanpur,Road Features,Bridge,Persons Killed,8.0
5424,Kanpur,Road Features,Bridge,Total Injured,15.0
5425,Kanpur,Road Features,Culvert,Greviously Injured,30.0
5426,Kanpur,Road Features,Culvert,Minor Injury,5.0
5427,Kanpur,Road Features,Culvert,Total number of Accidents,53.0
5428,Kanpur,Road Features,Culvert,Persons Killed,27.0
5429,Kanpur,Road Features,Culvert,Total Injured,35.0
5430,Kanpur,Road Features,Curved Road,Greviously Injured,31.0
5431,Kanpur,Road Features,Curved Road,Minor Injury,3.0
5432,Kanpur,Road Features,Curved Road,Total number of Accidents,52.0
5433,Kanpur,Road Features,Curved Road,Persons Killed,26.0
5434,Kanpur,Road Features,Curved Road,Total Injured,34.0
5435,Kanpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,258.0
